input,label
"`  I agree that having ``back links`` is a bad idea.  There is no end to that, and most back links should be in the text anyway, so a redundancy that adds very little -  `",0
"  ** Correct, and noted in article  ",0
"  :Consider some recent actions: I helped exposed a Christian Identity neo-Nazi (and his close friend who always support him)...and not a single person believed me, even after massive amounts of incontrovertible proof were given.  Some people wrote me offline to tell me that they agreed with these statements...but none of these people were willing to agree with me on the WikiEn (Wiki-English) list. I am sad that people are so afraid of the Wikipedian group-think and smear campaign that they are unwilling to say certain things in public. Offline (i.e. in the real world), many people also agree with me on this issue. That is why they refuse to participate on Wikipedia. They think that I was nuts to participate here, because even in blatant cases of anti-semitism, the Wikipedia elite usually pretended otherwise, through self-deception, almost sterotypical pseudo-liberal stupidity, or by what we consider fairly clear examples of anti-Semitism.    :I was told, by a few professional colleagues in Jewish education, that their evalution of contributor comments led them to believe that the hostility to Jewish issues was so great that it would be impossible to talk to most people on Wikipedia about this. They warned me that if I tried to discuss these issues openly, I would be attacked as paranoid or a liar. And to my sorrow I learned that they were correct. That is why I stopped participating here.    :However, I am thinking about returning for a small number of articles, on topics that I already promised people that I would contribute to.  I had previously prepared some material to add on the Zohar and the Chosen people articles, and I don't want to leave these topics unfinihed, missing what I see as some crucial points, and what others have pointed out are obvious gaps in the articles.  ",0
" ::Dumela, Tebello. Kena ka kgotso! I hope you will set up an account and become a valuable contributor to wikipedia.    ",0
"    Ryguasu, there have been many more thoughts and positions on the mind-body problem pre-1920, some dualist, some monist, and some ascribing to a dual-aspect theory. It is one of the richest fields of philosophy. Tom Chance, 11:02 Oct 14, 2003 (GMT)",0
`    Thanks for the ``bases``. I actually wrote bases but someone put ``basis`` saying it was a ``spaniardism``.`,0
 ::Sorry - perhaps it was! Must be up too late and not thinking straight - you're absolutely right. Ignore the above!  ,0
Is anyone able to expand on writing at near-atomic level? ,0
  :'Learning Object' would be a proper noun. The subject of this article is not a proper noun.  ,0
"`  ::Chinglish sounds no offensive to me, but the definition does a little, ``poor or 'broken' English``, eh, sounds like Chinglish needs to be fixed(as Tan says in her book)? We use that a lot. O BTW, is these Chinglish: ::*Good good study, day day up.(i believe it's from Mao's saying) ::*Show him some color to see see. p ::do they make sense to you English speakers? `",0
"  ::::Well, I'm no fan of Catholicism, but I think your reasoning may be erroneous.  You need to identify what it is about the Catholic meme (or memes) which is problematic.  Because Catholicism has been so powerful, it has commited many of the greatest evils.  But many of these are likely to have been caused by politics, rather than Catholicism per se.   ::::And really, it's ridiculous to blame the RCC for Nazism, unless you can show that the church had a determinative role in creating the conditions that allowed it flourish.  ",0
"`  :I only get 7 hits on Google for the phrase ``quantum systemics``, no matches with the physics preprint archivX.org, and no matches on the American Physical Society's Phys. Review series of journals.  I wouldn't call this a recent ``worldwide`` acceptance of quantum systemics.  In fact I can find very few references to the word ``systemics`` in any physics journals whatsoever (and, indeed, very few references to systemics in any English-language scientific journals).  The phrase systemics is far more widely interpreted (at least in the English-speaking world), as referring to systems theory as developed by Bertalanffy, Ashby and others.  Systemics is listed as an alias for systems theory, so people who use the Systemics will find the page.  `",0
  : Thank you for the invitation.   ,0
" - Vicki,   Primas is in Webster dictionary under  primate, M.E. primat,LL. primas (latin primus- first). A person with primacy, an archbishop or the highest ranking bishop in the province.   I will add, highest ranking bishop or archbishop. H. Jonat",0
"  :I disagree. Some duplication of material is unavoidable, and desirable, in encyclopedia articles. Many Wikipedia (and Britannica) articles have some modest amount of information overlap. It is necessary so that article do not become overly fragmented. Wikipedia is not paper; we have infinite space. It is Ok is two paragraphs are duplicated!  ",0
  :I remembering reading on Slashdot that SMS was less used due to calls costing less than SMS or something like that.   ,0
"  It is perhaps dangerous to defend science using the sort of naïve methodology presently described in scientific method. That methodology is, at the least, dubious. Better to point out that science is grounded in a shared, and powerful, understanding that allows us to manipulate the world in ways that no other enterprise can. The debate between post modernists and empiricists (for want of better terms) is ongoing, and it is not appropriate to pretend here that it is finished. Better to simply refer the reader to the relevant articles.  ",0
"Dysprosia, I think your rewrite of the intro made it quite clumsy. If you don't like the original then how about: :Easy listening describes a musical style which emerged in the mid 20th century, emphasising relaxation and lack of emotional challenge, but sometimes possessing hidden depths.   :: Also, at least of the bands listed as 1960s, Mantovani, was alive and kicking in the 50s.  ",0
"`   :``@`` is commonly read as ``ĉe`` ('chay'), at least in e-mail addresses and the like.      `",0
"  And Leumi, the same admonition goes for you. The ADL letter complained of inciting hatred and condoning  not inciting  violence against Israel.  ",0
"`  Thanks, John. # ``...Poland annexed...`` - Poland had neither the will, nor the power to annex anything. The discussed lands were given to Poland supposedly to compensate for the eastern provinces annexed in 1939 and again in 1944 by Soviet Union. Poland was the country that suffered the most as the result of WW II, both from Nazi Germany and Soviet Union, therefore any comment hinting that Poland or Poles might be even partially responsible for any consequences of the War is absolutely unacceptable.  # A mention of the Duchy of Swidnica, and it's ruler - Bolko's loyalty to Poland, would be nice.  # More about the diversity in the region across the ages.  # Autonomy of the Polish language speaking people during the Bohemian and Austrian rule, as opposed to the forced germanization after prussian takeover, through the ban of Polish (or Silesian) language, and oppression of the catholic faith - Kulturkampf, is worth mentioning.   # Discrimination of the native Silesians by the Polish government, taking place both right after the war and now, is a must.   What are the specific issues, that I'm supposed to vote on?   `",0
